Judul,Keterangan
"Bye-bye Contra Flow, Jalur Darurat Tol Cipali Bisa Digunakan Malam Ini",NonClickbait
Upaya Thailand Hapus Citra Wisata Seks dengan SEXY,NonClickbait
Catat! Ini Daftar Pelanggaran yang Diincar dalam Operasi Patuh Jaya 2021,Clickbait
Heboh! Kandang Godzilla di Tangerang Dijadikan Tempat Foto Bugil,Clickbait
Hotel Kelas Atas Korsel Minta Maaf Karena Ruang Sauna Bisa Diintip,NonClickbait
"Bukan PPnBM 0%, Tesla Termurah Turun Harga",NonClickbait
Sah! Inter Milan Juara Liga Italia 2020/21,Clickbait
"Inter Juara Liga Italia, Juventus: Selamat dan Tunggu Musim Depan!",NonClickbait
"Jelang MU Vs Liverpool, Suporter Invasi Lapangan Old Trafford!",NonClickbait
"Viral Jemaah Masjid di Bekasi Dilarang Pakai Masker, Berakhir Damai",Clickbait
Wali Kota Makassar Ngamuk di Mal Lihat Kerumunan Tanpa Prokes!,NonClickbait
Ratusan Kendaraan Terpaksa Putar Balik Akibat Penyekatan di Karawang Kota,NonClickbait
Jerit India Kewalahan Hadapi Lonjakan Corona,NonClickbait
MotoGP Spanyol: Ada Apa dengan Fabio Quartararo?,Clickbait
"Hasil MotoGP Spanyol 2021: Jack Miller Juara, Ducati Finis 1-2",NonClickbait
Cerita Pemudik Motor Lintasi Jalur Pantura Subang di Minggu Malam,NonClickbait
6 Balasan Chat Pas Mau Curhat ke Teman Ini Bikin Kesal Tapi Lucu,Clickbait
"4 Variasi Bercinta Biar Istri Raih 'Nipplegasm', Tertarik Coba?",Clickbait
"Hasil MotoGP Spanyol 2021: Jack Miller Juara, Quartararo Tercecer",NonClickbait
Potret Romantis Angbeen Rishi dan Adly Fairuz Saat Makan Bareng,Clickbait
"Tsunami COVID, Ini Daftar Negara yang Masukkan Traveler India ke Daftar Merah ",Clickbait
Ingat Zona Merah Bertambah Lebih dari Tiga Kali Lipat,NonClickbait
Tes Kepribadian: Gambar Pahlawan Super atau Pria yang Pertama Kamu Lihat?,Clickbait
"Jadi Cameo Vincenzo, Netizen Histeris Lihat Kakak Chanyeol EXO yang Cantik",Clickbait
"Daihatsu Rocky Tertinggi Tembus Rp 236 Juta, Dapat Fitur Safety Seperti Mobil Mewah",NonClickbait
"Man United Vs Liverpool Ditunda, Ini Pernyataan Klub soal Unjuk Rasa Suporter",Clickbait
Laga Man United Vs Liverpool Resmi Ditunda,NonClickbait
Jadwal Imsak dan Buka Puasa di Tangerang Raya 3 Mei 2021,NonClickbait
4 Kreasi Menu Buka Puasa Berbahan Umbi-Umbian,Clickbait
"Pasca Kerumuman di Tanah Abang, Presiden Ingatkan Agar Tak Sepelekan Covid-19",NonClickbait
Perundingan Nuklir Iran di Wina Capai Kemajuan,NonClickbait
Ribuan Warga Myanmar Siap Mengungsi ke Thailand,NonClickbait
Kerja Berat Penggali Makam Covid-19 India: Shift 24 Jam dan Tak Bisa Puasa,NonClickbait
Perjalanan Inter Milan Meraih Gelar Juara Liga Italia 2020-2021,NonClickbait
"Viral, Video Arogansi ""Debt Collector"", Si Ibu Pemilik Masih di Atas Motor, Main Diangkat 3 Pria",Clickbait
Intip Cara Menata Ruang Belajar ala Drama Korea,NonClickbait
Video Penangkapan Munarman Dinilai Menampilkan Kesan Polisi Arogan,NonClickbait
"Old Trafford Diserbu Pengunjuk Rasa, Kickoff Man United Vs Liverpool Ditunda",NonClickbait
Pelabelan Teroris Perlemah Proses Dialog Jakarta-Papua,NonClickbait
"Hadirkan Posko THR, Kemnaker Terima 776 Laporan terkait THR 2021",NonClickbait
"Jejak Tangan Anak-anak, Diduga Ritual Misterius Peradaban Maya Ditemukan di Gua Meksiko",NonClickbait
"KRL Tak Berhenti di Stasiun Tanah Abang Pukul 15.00 sampai 19.00 WIB, Ini Rekayasa Jalurnya",Clickbait
"Antonio Conte, Memulai dan Mengakhiri Rentetan 9 Scudetti Juventus",NonClickbait
Ketua Komisi X Nilai Penggabungan Kemendikbud Risti Jadi Tantangan Penyelenggaraan Pendidikan,NonClickbait
"Ingin Cagur Reuni, Bedu: Narji dan Denny Bisa",NonClickbait
"Heboh Penggusuran Rumah Rocky Gerung, Begini Penjelasan Sentul City",Clickbait
Ratusan Santri di Boyolali Memperingati Nuzulul Quran,NonClickbait
"Beredar Video Gerbang Tol Pejagan Ditutup, Ini Kata Polisi",Clickbait
"Besok Sore KRL Tak Berhenti di Tanah Abang, Warga Bisa ke Stasiun Duri dan Karet",NonClickbait
"Sambangi Warga, Gibran Kembalikan Uang Hasil Pungli Lurah",NonClickbait
"Ibu Hamil di Pandeglang Ditandu 4 Km ke Puskesmas, Sempat Jatuh dan Bayi Meninggal",NonClickbait
"Begini Jadinya Razia Polisi Dirazia oleh Sesama Polisi, Perwira Ikut Turun Tangan",Clickbait
"Sopir Ojol Ini Pertama Kali Makan Steak Diajak Orang Baik, Santap Lahap Bikin Haru",Clickbait
Potret Sigi Wimala Keren Abis Sampai Disebut Galgadot Versi Indonesia,Clickbait
Bukalapak Tunjuk Bambang Brodjonegoro dan Yenny Wahid Jadi Komisaris,NonClickbait
8 Cara Ampuh Jaga Kesehatan Pencernaan pada Bulan Ramadan,Clickbait
Puasa yang Tepat Bisa Turunkan Kadar Lemak Jahat dalam Tubuh,NonClickbait
"All New Toyota Raize Bawa TSS, Ini Fitur-fitur Keamanan Cerdas nan Kerennya!",Clickbait
6 Hal yang Pantang Kamu Lakukan Sebelum Berlari atau Berolahraga Lainnya,Clickbait
Alasan Fikayo Tomori Tinggalkan Chelsea dan Gabung AC Milan,NonClickbait
"10 Gaya Artis Indonesia Tirukan Drama Korea, Chika Jessica Bikin Ngakak",Clickbait
"MU Ikutan City dan Madrid Buru Pemain Rp 1,9 Triliun Ini",Clickbait
"Besok Sore KRL Tak Berhenti di Tanah Abang, Warga Bisa ke Stasiun Duri dan Karet",NonClickbait
"Sambangi Warga, Gibran Kembalikan Uang Hasil Pungli Lurah",NonClickbait
"Ibu Hamil di Pandeglang Ditandu 4 Km ke Puskesmas, Sempat Jatuh dan Bayi Meninggal",NonClickbait
Bukalapak Tunjuk Bambang Brodjonegoro dan Yenny Wahid Jadi Komisaris,NonClickbait
Puasa yang Tepat Bisa Turunkan Kadar Lemak Jahat dalam Tubuh,NonClickbait
"Seorang Pemuda di Cianjur Bakar Kekasihnya Sendiri, Tubuh Disiram Pertalite, Kondisi Korban Kritis",NonClickbait
"Unjuk Rasa Hardiknas di Makassar Dibubarkan, Leher Mahasiswa UINAM Dipiting Polisi",NonClickbait
"Sidak ke Mal Panakukang, Wali Kota Makassar Bubarkan Pengunjung yang Membludak",NonClickbait
Jokowi: Jangan Merasa Situasi Pandemi Covid-19 Sudah Aman,NonClickbait
MKD DPR Didesak Segera Proses Azis Syamsuddin,NonClickbait
Elemen Kepemudaan di Kemang Bogor Turun Ke Jalan Bagikan Takjil untuk Masyarakat,NonClickbait
"Cegah Penumpukan Penumpang Terulang, Stasiun Tanah Abang Kurangi Jam Operasional Mulai Senin Besok",NonClickbait
"Pecah Rekor, India Jadi Negara Pertama yang Catat 400 Ribu Kasus Covid-19 dalam Sehari",NonClickbait
"Di Masa Pandemi Covid-19, Tiga Restoran Cepat Saji di Mal Graha Cijantung Dipadati Pembeli",NonClickbait
"Viral Kasus Remaja Pria Diduga Dirudapaksa Biduan Dangdut, Begini Tanggapan Pakar Hukum",Clickbait
Tari Saman Gebrak Unesco International Dance Day di Wellington Selandia Baru,NonClickbait
Saat Erick Thohir Rayu Sopir Pikap Dukung Persis Solo,NonClickbait
Hasto dan Eddy Dorong Pemuda Muhammadiyah Didik Para Pemuda Negarawan,NonClickbait
"23 Saksi Kasus Alat Tes Antigen Bekas Diperiksa, Berikut Sosok Dalang di Balik Kejahatan Tersebut",Clickbait
"Berawal dari Pelanggaran Lalu Lintas, Polres Singkawang Justru Temukan 37 Paket Sabu saat Buka Jok",NonClickbait
"Presiden: Jangan Lengah dan Berpuas Diri, Tetap Disiplin Jalankan Protokol Kesehatan",NonClickbait
"Wajah Baru, Zainal Abidin Ingin Kepengurusan Peradi Solo Lebih Transparan & Terbuka",NonClickbait
"Siniar Perdana dengan Menteri Nadiem, Presiden RI Sampaikan Pesan Hardiknas",NonClickbait
Misteri sate beracun yang memakan satu bocah do Bantul Yogyakarta akhirnya terungkap.,NonClickbait
"Kyrgystan-Tajikistan Bentrok di Perbatasan, Rusia Tengahi Potensi Konflik Susulan",NonClickbait
Heboh Oknum Dokter di Semarang Campurkan Sperma ke Makanan Istri Temannya,Clickbait
"Mulai Besok, Pukul 15.00-19.00 WIB, KRL Tak Akan Berhenti di Stasiun Tanah Abang",NonClickbait
"Pengunjung Pasar Tanah Abang Capai 100 Ribu Orang, Anies Ungkap Stategi Kendalikan Kerumunan",NonClickbait
Aksi Sosial Persaudaraan Setia Hati Terate Cabang Bogor Bagikan Takjil,NonClickbait
"Kemnaker Terima 776 Laporan Terkait THR 2021, Yang Mengadu Ada 292",NonClickbait
Update: Jumlah Penerima Vaksin Hari Ini Hanya 24.803,NonClickbait
Gus Miftah: Mengapa Bulan Puasa Maksiat Masih Ada?,Clickbait
"Macet 4 Km, Polisi Setop Sementara Penyekatan di Tol Cikarang Utama",NonClickbait
Protes Pasien Jadi Awal Terbongkarnya Bisnis Alat Rapid Test Ilegal,NonClickbait
Update Terkini Kasus Takjil Sianida: Nani dan Tomy Bantah Nikah Siri!,NonClickbait
Chelsea Vs Real Madrid: Lantai Dansa Kai Havertz,NonClickbait
"Spurs Ikhlas Harry Kane ke PSG, Tidak ke MU",NonClickbait
85 WN China Tiba di Indonesia Pakai Pesawat Carter,NonClickbait
"Antisipasi Pekerja Tertahan, Polisi Bakal Buka Tol Cikarang Pagi dan Sore",NonClickbait
"Umi Pipik Cerita Dipoligami, Keluarga Baru Tahu Setelah Uje Meninggal",NonClickbait
Jabar Sumbang 1.038! Ini Sebaran 5.647 Kasus Baru COVID-19 RI 6 Mei,NonClickbait
"Berani-beraninya Bus Akap Ini Kelabui Petugas: Ngaku Kosong, Ternyata Bawa Penumpang Mudik",Clickbait
"Bakal Dipakai untuk Vaksinasi Gotong Royong, Berapa Harga Vaksin Sinopharm?",Clickbait
Ini Potret Wanita yang Dulu Istri Pejabat Kini Jadi Ojek Online di Cirebon,Clickbait
"Mi Instan Nggak Cukup Sebungkus? Bukan Soal Gemuk Sih, Tensinya Itu Lho",Clickbait
"Heboh Video Pasangan Gancet, di Mana Dibuatnya?",Clickbait
Sudah Ada Transmisi Lokal COVID-19 Varian India di Tangsel? Ini Jawab Satgas,Clickbait
"Waspada! Mutasi Corona India Sudah Masuk RI, Kenali Gejala Varian B1617",Clickbait
"Millen Cyrus Berbikini di Bali, Disebut Tidak Menghormati Bulan Puasa",NonClickbait
Keren! Wanita Ini 'Sulap' Kolak Rp8 Ribu Jadi Kue Mewah Rp800 Ribu!,Clickbait
"Tiru Model di Dubai, Wanita Ini Ditahan karena Pose Tanpa Baju Saat Ramadhan",Clickbait
Okin Ceritakan Perpisahan pada Anaknya Lewat Lagu Bersama Melangkah,NonClickbait
"I Wayan Sastra, Perupa Patung Penari Gandrung Ikonik Banyuwangi Terkulai Sakit",NonClickbait
"Google Terapkan Kerja Hybrid, Karyawan Bisa Kerja dari Kantor dan Rumah",NonClickbait
"Istri Hamil Tua, Sapri Pantun Menangis Minta Pulang dari Rumah Sakit",NonClickbait
Pos Pemeriksaan dan Imbauan Larangan Mudik Lebaran 2021,NonClickbait
Azan Masjid Agung Al-Ghuraba di Antara Denting Lonceng Gereja di Bajawa,NonClickbait
"Wanita Rusia Kena Operasi Penyekatan, Diizinkan Lewat karena Ingin Menikah di Mentawai",NonClickbait
Dosen UGM Berikan Tips Bijak Kelola Keuangan Jelang Lebaran,NonClickbait
"Anti-Mainstream, Berikut Rekomendasi Drakor dengan Profesi Unik",Clickbait
[HOAKS] Larangan Mudik Dibuat karena Kondisi Keuangan Indonesia Buruk,NonClickbait
"Kerap Mengamuk Minta Pulang, Tangan Sapri Terpaksa Diikat Dokter",NonClickbait
Bagaimana Diabetes Bisa Menyebabkan Stroke?,Clickbait
"Meski Cepat Menurunkan Berat Badan, 4 Diet Ini Bisa Sebabkan Penyakit Jantung",Clickbait
Ketegangan Diplomatik Australia-China Terus Meningkat,NonClickbait
Tips Memadukan Warna Cat Pada Hunian,NonClickbait
"Dikira Telah Wafat Akibat COVID-19, Wanita Ini Terbangun Sebelum Dikremasi",Clickbait
"Masih Banyak Warga Nekat Mudik, Pemerintah Diminta Antisipasi",NonClickbait
"UPDATE Covid-19 di Sulteng, Sultra, Maluku, Malut, Papua, dan Papua Barat 6 Mei 2021",NonClickbait
Jadwal Operasional Bank BNI Selama Libur Lebaran 1442 H,NonClickbait
Perubahan Pada Kuku Bisa Jadi Tanda Terinfeksi Covid-19,NonClickbait
Terduga Perekam di Kamar Mandi Bobobox Disebut Nangis Saat Bertemu Korban,NonClickbait
Guru Besar Antikorupsi Minta Penonaktifan 75 Pegawai KPK Dibatalkan,NonClickbait
Terminal Kalideres Lengang karena Beroperasi Terbatas,NonClickbait
Militer Myanmar Lenyapkan Anak-Anak Muda untuk Menggilas Gerakan Pro Demokrasi,NonClickbait
"Larangan Mudik Berlaku Hari Ini, Catat Ketentuan dan Alur Membuat SIKM Jakarta",NonClickbait
Kronologi KRI Nanggala 402 hingga Dinyatakan Tenggelam,NonClickbait
Penyebar Isu Genosida Papua Lewat Sosial Media Ditangkap Polisi,NonClickbait
Kisah Dokter Muda di India Bekerja 27 Jam Rawat Pasien Covid-19,NonClickbait
"Pendiri OPM Buka Suara, Semua Berawal dari 'Adu Domba' Belanda",NonClickbait
Ancaman Hukuman Aiptu Tomy Jika Terbukti Nikah Siri dengan Nani Sate Racun Sianida,NonClickbait
"Terekam CCTV Pengasuh Tega Aniaya Anak Majikan, Aksinya Bikin Murka & Sakit Hati Ortu",NonClickbait
"Pesona Briptu Adelia Eka Nirwana, Polwan Cantik Bikin Netizen Pengen Ditilang",Clickbait
"All New CB150R Streetfire Makin Menawan, Varian Special Edition Rp 30,7 Juta",NonClickbait
Kuala Lumpur Lockdown Penuh karena Kasus Covid-19 Melonjak,NonClickbait
Nia Ramadhani Ngamuk Didorong Ardi Bakrie ke Kolam Renang: Gak Lucu!,NonClickbait
Pengantin Wanita Mendadak Batalkan Pernikahan Karena Calon Suami Tidak Lulus Tes Matematika,NonClickbait
"Wajah Cantik Perawat Eva Diprediksi Segera Pulih, Berikut Pernyataan Rumah Sakit",NonClickbait
"Sosok R yang disebut-sebut sebagai pembisik di balik aksi NA (25) mengirim sate beracun di Bantul, Yogyakarta, hingga kini masih misteri.",Clickbait
Kepala Penerangan Kodam Jaya Melakukan Kunjungan Kerja ke Sekretariat PWI Jaya,NonClickbait
Gibran Senang Warga Solo Aktif Beri Masukan dan Laporan di Medsos: Baik untuk Kemajuan Kota,NonClickbait
KRONOLOGI Gibran Temukan Pungli Bermodus Zakat di Gajahan Solo hingga Berujung Pemecatan Lurah,NonClickbait
"Info BMKG Jumat, 7 Mei 2021: Waspada Peringatan Cuaca Ekstrem di 21 Wilayah Ini",NonClickbait
"Kondisi Terkini Eva, Perawat yang Dibakar Orang Tak Dikenal, Begini Kondisi Rumah Tangganya",Clickbait
MKD DPR Bakal Bawa Kasus Azis Syamsuddin ke Rapat Pleno 18 Mei Mendatang,NonClickbait
"Mahasiswi di Jogja Tega Buang Bayinya, Bingung Sang Pacar Melarikan Diri Tak Mau Tanggung Jawab",NonClickbait
KPK Siap Hadapi Gugatan Praperadilan Eks Bupati Kepulauan Talaud Sri Wahyumi,NonClickbait
Rusdi Karepesina: Awalnya Kantor Kekaisaran Sunda Nusantara Ada di Tangerang Lalu Pindah ke Depok,NonClickbait
"Wapres: Kembangkan Wisata Halal, Literasi 'Wisata Syariah' Harus Ditingkatkan",NonClickbait
"Pria di NTT Setubuhi Gadis 14 Tahun Berkali-kali, Korban Sempat Disekap di Rumahnya Selama 4 Hari",NonClickbait
Polda Ungkap Jaringan Prostitusi Online Anak Di Bawah Umur Meningkat Selama Pandemi Covid-19,NonClickbait
Keren! Bus Listrik Mercedes-Benz Mulai Diproduksi di Indonesia Tahun 2023,Clickbait
Rusdi Karepesina: Kekaisaran Sunda Nusantara Memang Benar Ada Bukan Cerita Fiktif,NonClickbait
"Dua Pemuda di Bima Keroyok Pria Paruh Baya, Pukul dan Tombak Korban Berkali-kali",NonClickbait
Eks Pimpinan KPK Kecewa Hasil Putusan MK terkait Uji Formil UU 19/2019,NonClickbait
Serda Nurhadi Pembawa Mobil yang Dikepung di Jakut Diperiksa Pomdam Jaya,NonClickbait
Cerita Anggota TNI Selamatkan Warga ke RS tapi Dikepung Debt Collector di Jakut,NonClickbait
"Sehari Usai Dilantik, Kapolsek di Blitar Dirawat dan Meninggal Positif COVID",NonClickbait
Gubernur Khofifah dan Gus Ipul Borong Bipang Pasuruan,NonClickbait
Bule Kanada Penyelenggara 'Kelas Orgasme' di Bali Dideportasi!,NonClickbait
"Aset Sebelum Korupsi Harus Dikembalikan, Ini Harta Djoko Susilo Sitaan KPK",Clickbait
"Umi Pipik Kenal 2 Istri Almarhum Uje, Salah Satunya Public Figure",NonClickbait
Roket China Long March 5B Jatuh ke Bumi Terekam Kamera,NonClickbait
Berapa Biaya yang Disiapkan Pengusaha Buat Vaksin Gotong Royong?,Clickbait
"Bikin Jantungan! Lagi Naik Jembatan Kaca, Eh Kacanya Copot",Clickbait
Melihat Lebih Dekat Bus Tingkat Terbaru PO Rosalia Indah,NonClickbait
"Cerita Pilu Umi Pipik, Dipoligami Saat Raganya Digerogoti Tumor Getah Bening",NonClickbait
"Mudik Dilarang, 245 Ribu Kendaraan Tinggalkan Jabotabek Via Tol",NonClickbait
Memaknai Toleransi Beragama di Masjid Kotagede Yogyakarta,NonClickbait
5 Fakta 'Sindrom Havana' di Balik Dugaan Serangan Sonik Misterius di AS,Clickbait
4 Tanaman Hias yang Mengharumkan Ruangan Secara Alami,Clickbait
Ribuan Orang Naik Bus saat Larangan Mudik,NonClickbait
"Selidiki Serangan Misterius 'Sindrom Havana', AS Libatkan Intelijen",NonClickbait
"Calon Mahasiswa, 17 Kampus Ikut Serta di SMMPTN Barat 2021",NonClickbait
Deretan Skincare Lokal Terbaru untuk Wajah Segar dan Glowing,NonClickbait
Wali Kota Tasik Larang Warga dari Daerah Lain Datang untuk Belanja Lebaran,NonClickbait
Awan Gelap di Balik Perayaan 'Scudetto' Inter Milan,NonClickbait
"Surabaya Masih Zona Oranye Covid-19, Wali Kota Imbau Warga Shalat Idul Fitri di Rumah",NonClickbait
Pengakuan Calon Penumpang Pesawat yang Ditangkap karena Palsukan Surat Hasil Swab: Malu Juga Kayak Begini,NonClickbait
"DKI Jakarta Masuk Zona Oranye, Warga Berpotensi Tak Bisa Shalat Id di Masjid dan Lapangan",NonClickbait
"400 Rumah di Kapuk Muara Terbakar, Warga Diungsikan ke Lapangan Bola",NonClickbait
Spesifikasi Senjata Api SS2-V5 A1 Garapan Pindad untuk Komcad,NonClickbait
"Asyik, Pendakian Gunung Ciremai Buka Lagi 13 Mei 2021",Clickbait
"Follow Up Rekruter Setelah Interview, Kenapa Tidak?",Clickbait
7 Tips dan Cara Menata Kamar Tidur Ukuran 3x3 Bergaya Korea,Clickbait
"Anggota TNI di Jakarta Utara Ternyata Dikepung Debt Collector, Ini Kronologinya",Clickbait
Muhammadiyah Tetapkan 1 Syawal 1442 H pada 13 Mei 2021,NonClickbait
"Ini Potret Tiga Debt Collector yang Kepung Anggota TNI, Lagi Dikejar Polisi",Clickbait
"10 Resep Masakan Lebaran Tradisional, Mulai Ketupat sampai Opor",Clickbait
Sifat Asli Iis Dahlia Terungkap Ketika Ayu Ting Ting Pinjam Rp100 Juta,Clickbait
"Babinsa TNI Tak Pandang Bulu, Tegas Usir Mertua Mudik Naik Motor",NonClickbait
8 Tanda Awal Serangan Jantung yang Perlu Kamu Waspadai,Clickbait
OPPO K9 5G Resmi Diperkenalkan di Tiongkok,NonClickbait
KBRI Madrid Perkuat Relasi Antar Pemangku Kepentingan Pariwisata Indonesia dan Spanyol,NonClickbait
"Puing-puing Roket China Kemungkinan Jatuh di Samudra Hindia, Sebelah Barat Maladewa",NonClickbait
"Sesosok Mayat Ditemukan Mengambang di Sungai Belumai, Tanpa Busana dan Mulai Membusuk",NonClickbait
Junta Militer Myanmar Labeli Pemerintah Bayangan NUG Sebagai Kelompok Teroris,NonClickbait
"Cerita Pengemis di Kota Malang Berpenghasilan Rp 18 Juta Sebulan, Andalkan Kekurangan di Tubuhnya",NonClickbait
"Jemaah Al Aqsa Bentrok dengan Polisi Israel saat Peringatan Lailatul Qadar, 90 Orang Terluka",NonClickbait
"Teringat Masa Lalu saat Istrinya Dilecehkan, Adik di Muaraenim Tega Tusuk Kakak Kandung hingga Tewas",NonClickbait
"Iran Sebut Israel Bukan Negara Tapi Gembong Teroris, Kecam Negara Arab yang Bersahabat Dengannya",NonClickbait
"Gunung Merapi Muntahkan Awan Panas Guguran, BPPTKG Sebut Aktivitas Kegempaan Internal Naik",NonClickbait
"VIRAL Video Hujan Deras Hanya Guyur Satu RT, Wilayah Lainnya Kering, Ini Pengakuan Perekam",Clickbait
"Cerita Korban Selamat Septic Tank Maut, Pingsan dalam Hitungan Detik, Sadar Usai Disiram Air Panas",NonClickbait
Beredar Foto Diduga Waka DPRD Sulut Bersama Selingkuhan di Manado,NonClickbait
Profil Bupati Nganjuk Novi Rahman Hidayat yang Ditangkap KPK,NonClickbait
"WN China Masuk RI di Tengah Larangan Mudik, Konsistensi Pemerintah Dipertanyakan",NonClickbait
BMKG Prediksi Sejumlah Wilayah di RI Dilanda Cuaca Ekstrem 10-17 Mei,NonClickbait
Potret Tumpukan Duit Disita saat KPK OTT Bupati Nganjuk,Clickbait
Geramnya Zidane Gegara Madrid Dihukum Penalti Kontroversial,NonClickbait
Begini Kondisi Kerumunan Pemudik Motor di Penyekatan Bekasi yang Akhirnya Diloloskan Polisi,Clickbait
"Viral Bayi Bernama Ghlynnyl Hylhyr Yzzyghyl, Panggilannya Ternyata Begini",Clickbait
Tes Kepribadian: Gambar Wanita atau Bintang yang Pertama Kali Kamu Lihat?,Clickbait
"Shah Rukh Khan Jalani Ramadan dengan Istri Hindu, Ini Kisah Pernikahannya",Clickbait
Song Joong Ki Ungkap 4 Fakta Tak Terduga Ini Saat Fan Meeting Virtual,Clickbait
"Sambut Lebaran, Ini 6 Langkah Membersihkan Rumah Dengan Cepat (senin)",Clickbait
"Daftar 10 Aset Kripto Paling Cuan Sepekan, Ada yang Meroket 700 Persen",Clickbait
Apakah Baby Oil Aman untuk Wajah?,Clickbait
Celana Lebaran Saya Buatan Penjahit Lansia,NonClickbait
Tantangan Pertumbuhan Investasi,NonClickbait
Keren! 10 Gingerbread House dengan Aneka Dekorasi Ini Sayang Dimakan,Clickbait
"Sosok Victor Yeimo yang Ditangkap Satgas Nemangkawi, Terlibat Kerusuhan Papua, Jadi Buron Sejak 2 Tahun Lalu",Clickbait
"Pipa Bahan Bakar Terbesar Kena Serangan Siber, AS Umumkan Keadaan Darurat Nasional",NonClickbait
"MPV Murah di Bawah Rp 200 Juta, Ada Avanza sampai Mobilio",NonClickbait
"Info BMKG Senin, 10 Mei 2021: Waspadai Gelombang Tinggi Capai 6 Meter di Samudra Hindia Selatan Jawa",NonClickbait
"Kemnaker Terima 1.176 Pengaduan THR, Ini Cara Lapor Pelanggaran THR",Clickbait
"Pria Nodai Gadis 15 Tahun Berulang Kali, Korban Dibawa Kabur dari Rumah, Modus Janji Dinikahi",NonClickbait
"Fenomena Hujan Hanya di Satu RT Terekem Kamera, Pengunggah Video Beberkan Cerita di Baliknya",Clickbait
"BMKG 33 Kota, Senin 10 Mei 2021: Lampung Hujan Ringan, Yogyakarta Cerah Berawan",NonClickbait
"Duh, Aduh... Barcelona",Clickbait
"Man City Juara Liga Inggris, Guardiola: Ini yang Paling Sulit",Clickbait
"Keroyok Wanita Gegara Cekcok di Medsos, 2 Selebgram di Makassar Ditangkap",NonClickbait
Detik Puluhan Roket Militan Palestina Melintas di Langit Israel,NonClickbait
Ngeri! Belasan Jenazah COVID-19 Ditemukan Hanyut di Sungai Gangga,Clickbait
Awas! Sudah Ada 10 Kasus Corona 'Mutan Ganda' B1617 India di Indonesia,Clickbait
"Salah Suntik, Wanita Ini Dapat 6 Dosis Vaksin Corona Sekaligus!",Clickbait
"Bocor, Ini Penampakan Calon Bus UHD Karoseri Tentrem",Clickbait
"4 Fakta Badai Sitokin, Respons Imun yang Banyak Dialami Pasien COVID-19",Clickbait
Sering Buang Air Kecil Setelah Minum Kopi? Ternyata Ini Alasannya,Clickbait
Masjid Kubah Tanpa Penyangga Ini Kebanggaan Tangerang,Clickbait
Raffi Ahmad Syok Rafathar Bongkar Saldo Tabungan Jumlahnya Fantastis,Clickbait
"11 Debt Collector yang Kepung Anggota TNI Ditangkap, Begini Nasib Mereka Kini",Clickbait
"Empat Tips Jitu Hadapi Debt Collector dari Polisi, Tetap Hindari Permusuhan",Clickbait
Alasan Pengendara VW Terobos Pos Penyekatan dan Tabrak Polisi di Prambanan: Tak Punya SIM,NonClickbait
"Anak Gadisnya Dibakar, Iyus Sebut Pelakunya Berhati Iblis, Selama Ini Tertipu Kelakuan Santun",NonClickbait
"Detik-detik Eks Napi Bakar Kekasih Karena Cemburu di Cianjur, Pelaku Suruh Anak Kecil Beli Pertalite",NonClickbait
"Ingatkan Warga Makan Makanan Sehat Agar Imun Terjaga, Laskar Ngawi Bagikan Sayuran",NonClickbait
Gus AMI Bagikan Paket Lebaran untuk Porter Tanah Abang,NonClickbait
"Jelang Lebaran, 6 Pati Polri Ini Dapat Kenaikan Pangkat, Berikut Nama-namanya",Clickbait
Pria Asal Majalengka yang Hina Polisi karena Tak Bisa Mudik Ternyata Positif Covid-19,NonClickbait
Viral Emak-emak di Sumbar Dicegat Polisi Gegara Pakai 'Masker' Plastik Kresek,Clickbait
Foto: Ayu Maulida Pukau Penonton Miss Universe 2020 Berkat Kostum Komodo,NonClickbait
"DKI 632 Kasus, Ini Sebaran 2.633 Kasus Baru COVID-19 di RI 14 Mei 2021",NonClickbait
"Panel WHO Sebut Pandemi COVID-19 Harusnya Bisa Dicegah, Lalu Kenapa Menyebar?",Clickbait
"Kasih Tantangan ke Ojol Hadiahnya Cuma Snack, TikToker Ini Dihujat Netizen",Clickbait
"Ada-ada Saja, Wanita Ini Latihan Meninggal, Bikin Acara Pemakaman Palsu",Clickbait
"Update Corona RI 14 Mei: Tambah 2.633 Kasus Baru, Total Kasus Aktif 93.576",NonClickbait
Potret Mobil Baru Cristiano Ronaldo Senilai Rp 26 Miliaran,Clickbait
Kenapa Sistem Pengereman Truk dan Bus Kebanyakan Masih Model Tromol?,Clickbait
"7 Hidangan Khas Nusantara untuk Momen Lebaran, Apa Saja?",Clickbait
"Fakta Covid-19 India, Kemungkinan Berubah Jadi Krisis Global",Clickbait
Ingin Pindah Rumah Usai Lebaran? Tinggalkan 5 Barang Ini,Clickbait
Cerita Natalia Tetap Bekerja Saat Merayakan Lebaran dan Kenaikan Yesus Kristus,NonClickbait
Konflik Israel-Palestina (1): Gerakan Zionisme sampai Mandat Palestina,NonClickbait
DKI Jakarta Ancang-ancang Antisipasi Lonjakan Covid-19 Pascamudik,NonClickbait
Satgas Covid-19 Sebut Data 4.123 Positif Bukan Hanya dari Tracing Pemudik,NonClickbait
Berbagai Kisah Haru Ketika Warga Israel dan Palestina Saling Bantu,NonClickbait
"Jalani Lebaran Perdana Usai Mualaf, Marcell Siahaan Beranikan Diri Unggah Ini",Clickbait
